1566,مپکهمراز,مدبران پیش کسوت همراز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1567,مپنا بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی مپنا ایرانیان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,http://mapnafund.ir/
1568,مپنا پروژه,صندوق سرمایه گذاری پروژه آرمان پرند مپنا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در بورس انرژی ایران,عرضه برق، گاز، بخار و آب گرم,-
1569,مترو,راه آهن شهری تهران وحومه ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1570,مترو اصفهان,مترو منطقه اصفهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1571,مترو تهران,بهره برداری راه آهن شهری تهران و حومه ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1572,متنجهان,مهندسین مشاور تلاش نقش جهان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1573,مجتمع های سیاحتی، فرهنگی و ورزشی سپاهان,توسعه مجتمعهای سیاحتی و فرهنگی و ورزشی سپاهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
2266,افتخار سهام,,,,,
1574,مجتمع های مترو تهران,توسعه مجتمع های ایستگاهی مترو تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1575,محب سلامت ایرانیان,محب سلامت ایرانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,www.mohebsalamat.ir
1576,محک,خیریه حمایت از کودکان مبتلا به سرطان محک ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1577,محیا,کشت و صنعت و مجتمع شیر و گوشت محیا ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1578,مخانه سازی,شرکت مدیریت طرح و اجراء خانه سازی ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,www.khanehsazi.com
1579,مدار,سرمایه گذاری مدیریت سرمایه مدار ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,سرمایه گذاریها,www.mcmic-co.com/
1580,مداران,داده پردازی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,رایانه و فعالیت‌های وابسته به آن,www.dpi.ir
1581,مدیر,صندوق سرمایه گذاری مدیریت ثروت صندوق بازنشستگی کشوری ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,modirfund.ir
1582,مدیریت سبا,نوآوران مدیریت سبا(گروه مشاورین مدیریت سبک و همکاران) ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1583,مدیریت صنایع نوین تامین,مدیریت صنایع نوین تامین ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1584,مرقام,ایران ارقام ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,رایانه و فعالیت‌های وابسته به آن,www.iranargham.com
1585,مس بازار,صندوق سرمایه گذاری اختصاصی بازارگردان صنعت مس ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.mellimesmmfund.com
1586,مستغلات تامین,موسسه املاک و مستغلات تامین اجتماعی ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1587,مس چهارگنبد,معادن مس چهار گنبد ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1589,مسکن و نواحی آینده ساز,مهندسی مسکن و نواحی صنعتی آینده ساز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1590,مشاور آتی,مشاور سرمایه گذاری آرمان آتی ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,-
1591,مشاور آریان,مشاور سرمایه گذاری ارزش پرداز آریان ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.arzeshpardaz.com
1592,مشاور آفاق,مشاور سرمایه گذاری امین نیکان آفاق ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.aminafagh.com
1593,مشاور آگاه,مشاور سرمایه گذاری آوای آگاه ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.agahmoshaver.com/
1594,مشاور ایده,مشاور سرمایه گذاری ایده مفید ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.mofididea.com
1595,مشاور پیشگام,مشاور سرمایه گذاری بازار سرمایه پیشگام پارتیان ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.parthianadvisors.com
1596,مشاور حافظ,مشاور سرمایه گذاری هدف حافظ ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.hadafhafez.com
1597,مشاور دیدگاهان,مشاور سرمایه گذاری دیدگاهان نوین ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.dnovin.com
1598,مشاور سهم آشنا,مشاور سرمایه گذاری سهم آشنا ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,-
1599,مشاور فارابی,مشاور سرمایه گذاری ایرانیان تحلیل فارابی ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.bourse24.ir
1600,مشاور فراز,مشاور سرمایه گذاری فراز ایده نوآفرین تک ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,http://www.irfintech.com/
1601,مشاور کاریزما,مشاور سرمایه گذاری کاریزما ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,ciaco.ir
1602,مشاور کیان,مشاور سرمایه گذاری پرتو آفتاب کیان ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,-
1603,مشاور مدبر,مشاور سرمایه گذاری ابن سینا مدبر ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.emaco.pro
1604,مشاور معیار,مشاور سرمایه گذاری معیار ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.meyarco.com
1605,مشاور نوین,مشاور سرمایه گذاری تامین سرمایه نوین ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.Novinic.com
1606,مشاور نیکی,مشاور سرمایه گذاری نیکی گستر ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.nikigostar.com
1607,مشاور هما,مشاور سرمایه گذاری ترنج ,نهاد مالی (مشاور سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,https://modaberanhoma.ir
1608,مطالعات جامع حمل ونقل وترافیک تهران,مطالعات جامع حمل ونقل وترافیک تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1609,معادن بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه معادن و فلزات آرمان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.armanmmdicfund.com/
2267,بسامان,,,,,
2279,ومعیار,,,,,
1610,معاینه فنی تهران,ستاد مرکزی معاینه فنی خودروهای تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1611,معدن اولنگ,معدنکاری اولنگ ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1612,معدنی سرچشمه هامون,تولیدی شیمیایی و معدنی سرچشمه هامون ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1613,معدنی مدوار,تولیدی معدنی مدوار ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1614,معدنی مس تهران,مهندسی معدنی نوآوران مس تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1615,معیار,سرمایه گذاری معیار صنعت پارس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,سرمایه گذاریها,www.imspars.com
1616,معیار بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی معیار ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1617,معین آسایش,معین آسایش شهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1618,معین سهام,صندوق سرمایه گذاری مشترک معین بهگزین ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1619,مفاخر,توسعه فناوری اطلاعات خوارزمی ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,رایانه و فعالیت‌های وابسته به آن,www.kharazmico.com
1620,مفر جهادگران,موسسه فرهنگی ورزشی جهادگران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1621,مفید بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی مفید ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.mofidmmf.com/
1622,مگاز طبیعی ایران,مایع سازی گاز طبیعی ایران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1623,ملت,بیمه ملت ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,http://www.mellatinsurance.com/
1624,ملت بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی ملت ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.mellatmarketfund.com/
1625,ملت سهام,صندوق سرمایه گذاری مشترک کارگزاری بانک ملت ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.fund.mellatbroker.com/
1626,ملل ثابت,صندوق سرمایه گذاری با درآمد ثابت اعتماد ملل ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.emelalfund.com
1627,ملی سهام,صندوق سرمایه گذاری کارگزاری بانک ملی ایران ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1628,ملی صنایع مس,صندوق بازنشستگی شرکت ملی صنایع مس ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1629,ممتاز سهام,صندوق سرمایه گذاری توسعه ممتاز ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,momtazfund.com
1630,ممسنی,پتروشیمی ممسنی ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات شیمیایی,-
1631,منارا,ایران نارا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,-,-
1632,موج پارس,موج تامین ارتباطات پارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1633,موختامین,مشاور مدیریت و خدمات ماشینی تامین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1634,موسسه ورزشی تاسیسات دریایی,موسسه ورزشی مهندسی وساخت تاسیسات دریایی ایرانیان(درحال تصفیه) ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1635,مهرگان بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی مهرگان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,mehreganfund.com
1636,مهستان,پتروشیمی سروش مهستان عسلویه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1637,مهندسی بهنیان جنوب,مهندسی بهنیان جنوب ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1638,مهندسی تاسیسات تامین,مهندسی تاسیسات انرژی تامین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1639,مهندسی جهان نما,مهندسین مشاور جهان نمای شهرراز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1640,میدکو,مادر تخصصی توسعه معادن و صنایع معدنی خاورمیانه ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,فلزات اساسی,WWW.MIDHCO.COM
1641,میدل ایست,گلوب میدل ایست ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1642,میراث نیکو,صندوق سرمایه گذاری نیکوکاری میراث ماندگار پاساگاد ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1643,میعاد سهام,صندوق سرمایه گذاری میعاد ایرانیان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1644,میلاد سلامت,میلاد سلامت تامین اجتماعی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1645,میهن,بیمه میهن ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,www.mihaninsurance.com
1646,ناردیس,ناردیس طرحهای انرژی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1647,نارون,صندوق سرمایه گذاری زمین ساختمان مسکن نارون(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در بورس تهران,صندوق سرمایه گذاری قابل معامله,-
1648,نامی ثابت,صندوق سرمایه گذاری ثابت نامی مفید ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,namifund.com
1649,نبروج,کارخانجات نساجی بروجرد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,منسوجات,www.borujerdtex.com
1650,نبهنا,توسعه اقتصادی بهنامان ایده آل سناباد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,www.bmpir.co
1651,نتپریز,نیرو تراز پی ریز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1652,نتوس,پشمبافی توس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,منسوجات,-
1653,نجاهد,نهاده های دامی جاهد ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1654,نخباف,ریسندگی و بافندگی خاتم بافت مشکنان اصفهان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,-
1655,نخریس,نخریسی و نساجی خسروی خراسان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,-
1656,نخل و کویر نهبندان,سنگ های تزئینی و گرانیتی نخل و کویر نهبندان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1657,نخوی,کارخانجات نساجی خوی ,سهامی عام بورسی ,ثبت نشده نزد سازمان,منسوجات,-
1658,نساجی هلال,صنایع نساجی هلال ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1660,نسوز نهبندان,پنبه نسوز نهبندان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1661,نسیم,صندوق سرمایه گذاری زمین و ساختمان نسیم(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در فرابورس ایران,صندوق سرمایه گذاری قابل معامله,www.nasimfund.com
1662,نشار,کارخانجات پشمبافی افشار ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,منسوجات,WWW.KPA.AFSHARTEX@YAHOO.COM
1663,نصجم,پترو پالایش دهلران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1664,نطرین,عطرین نخ قم ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,منسوجات,www.atrinnakh.com
1665,نفت بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی صبا گستر نفت و گاز تأمین ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,http://sngt.sababroker.com
1666,نفتکش ایران,ملی نفتکش ایران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1667,نفتیران,خدمات بازرگانی سهند نفتیران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1668,نکاران,نگهداشت کاران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,https://karan-co.com
1669,نگین,صندوق سرمایه گذاری زمین ساختمان نگین شهر ری(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در بورس تهران,صندوق سرمایه گذاری قابل معامله,-
1670,نگین بم,تولیدی مواد شیمیایی و فرآورده های رنگ نگین بم ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1671,نگین ثابت,صندوق سرمایه گذاری نگین رفاه ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1672,نماد بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی نماد صنعت و معدن ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1673,نمایشگاه اصفهان,نمایشگاه های بین المللی استان اصفهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1674,نمایشگاه جنوبشرق,نمایشگاه بین المللی جنوبشرق ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1675,نمایشگاه مشهد,نمایشگاه بین المللی مشهد ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1676,نمرینو,کارخانجات ایران مرینوس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,منسوجات,www.Iranmerinos.com
1677,نوآفرین ثابت,صندوق سرمایه گذاری پیشگامان سرمایه نوآفرین ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1678,نوآوران پی ریز,خدمات گستر صبا انرژی ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1679,نوآوران سبز,نوآوران صنعت سبز پارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1680,نواندیشان کرمان,سرمایه گذاری نواندیشان کرمان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1681,نواندیشان مختلط,صندوق سرمایه گذاری مشترک نو اندیشان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1682,نوردکاران کویر,نورد و آلیاژ کاران کویر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1683,نوری,پتروشیمی نوری ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات شیمیایی,www.bpciran.com
1684,نوریستا,نور ایستا پلاستیک ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1685,نوسازی عباس آباد,نوسازی عباس آباد ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1686,نوویرا بازار,اختصاصی بازارگردانی گسترش نو ویرا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1687,نوویرا ثابت,زمرد نو ویرا ذوب آهن ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1688,نوید انصار,صندوق سرمایه گذاری مشترک نوید انصار ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1689,نوید پارس,توسعه صنعتی و معدنی کانی نوید پارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1690,نوین,بیمه نوین ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,www.novininsurance.com
1691,نوین پایدار سهام,صندوق سرمایه گذاری نوین پایدار ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.novinfund.com
1692,نوین پیشرو بازار,صندوق سرمایه گذاری بازارگردانی نوین پیشرو ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.novinpishro.ir
1693,نوین ثابت,صندوق سرمایه گذاری مشترک فراز اندیش نوین ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1694,نوین صنعت رجا,نوین صنعت رجاء ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1732,واسپاری نفت,واسپاری صنعت نفت آیندگان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1695,نوین نگر سهام,صندوق سرمایه گذاری نوین نگر آسیا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,novinnegarfund.com
1696,نوین نیک سهام,صندوق سرمایه گذاری نوین نیک ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1697,نهاد واسط دی,واسط مالی دی ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1698,نهال,طلای سرخ نو ویرا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1699,نهال ثابت,صندوق سرمایه گذاری نهال سرمایه ایرانیان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,http://www.sarmayefund.ir/
1700,نهایت نگر بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی نهایت نگر ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1701,نیپک,مهندسی و ساخت فرآوری صنایع غیر آهنی مفرغ ساز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1702,نیرو,نیرو سرمایه ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ماشین آلات و دستگاه‌های برقی,www.niroosarmayeh.com
1703,نیرو صبا,نیرو آتیه صبا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1704,نیرو صنعت سرچشمه,نیرو صنعت سرچشمه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1705,نیرو گستر سیرجان,نیرو گستر سیرجان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1706,نیک اندیش,نیک اندیش اصفهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1707,نیکان سهام,صندوق سرمایه گذاری مشترک نیکان پارس ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1708,نیک قشم,نفت نیک قشم ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1709,نیکی بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه سهام نیکی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1710,نیکی مختلط,مشترک نیکی گستران ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.nikigostaranfund.com
1711,نیلسان کیش,نیلسان کیش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1712,وآتوس,توسعه سرمایه گذاری کشاورزی آرین توسکا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,-
1713,وآتیه,سرمایه گذاری آتیه صبا ,نهاد مالی (شرکت سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,www.atsabaco.com
1714,وآتیه صبا,واسپاری آتیه صبا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,www.sabalease.com
1715,وآتیه مسکن,سرمایه گذاری تامین آتیه مسکن ,نهاد مالی (تامین سرمایه) ,ثبت شده پذیرفته نشده,-,http://atiehmaskan.com/
1716,وآداک,صنعت و تجارت آداک ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,سرمایه گذاریها,www.iranadak.com
1717,وآذر,سرمایه گذاری توسعه آذربایجان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,انبوه‌سازی، املاک و مستغلات,www.azarbayjanid.com
1718,وآردل,توسعه سرمایه گذاری کامیار ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,-
1719,وآرمان اندیشان,آرمان اندیشان مس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1720,وآرین,توسعه اقتصادی آرین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,سرمایه گذاریها,www.arianco.ir
1721,وآفر,سرمایه گذاری ارزش آفرینان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,www.arzeshafarinan.com
1722,وآفری,بیمه کارآفرین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,-
1723,وآوا,سرمایه گذاری آوا نوین ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,سرمایه گذاریها,-
1724,وآوین,سرمایه گذاری آوین ,نهاد مالی (شرکت سرمایه گذاری) ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,-
1725,وآیند,بانک آینده ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,بانکها و موسسات اعتباری,www.ba24.ir
1726,واتی,گروه سرمایه گذاری آتیه دماوند(سرمایه گذاری آتیه دماوند) ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,سرمایه گذاریها,www.adic.ir
1727,واحصا,احیاء صنایع خراسان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,-
1728,واحیا,مجتمع صنایع و معادن احیاء سپاهان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,www.ehyaa.com
1729,وارزش,گروه ارزش آفرینان پاسارگاد ,نهاد مالی (شرکت سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,http://pasargadinvest.com
1730,وارس,سرمایه گذاری ارس صبا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,واسطه‌گری‌های مالی و پولی,-
1731,واسپاری شهر,واسپاری میلاد شهر ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1733,واستراتوس,سرمایه گذاری سامانه استراتوس ,نهاد مالی (شرکت سرمایه گذاری) ,ثبت شده پذیرفته نشده,-,-
1734,واسط آبان,واسط مالی آبان ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1735,واسط آبان 1,واسط مالی آبان یکم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1736,واسط آبان2,واسط مالی آبان دوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1737,واسط آبان3,واسط مالی آبان سوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1738,واسط آبان 4,واسط مالی آبان چهارم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1739,واسط آدر 4,واسط مالی آذر چهارم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1740,واسط آذر,واسط مالی آذر ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1741,واسط آذر 1,واسط مالی آذر یکم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1742,واسط آذر2,واسط مالی آذر دوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1743,واسط آذر3,واسط مالی آذر سوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1744,واسط اردیبهشت,واسط مالی اردیبهشت ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1745,واسط اردیبهشت 1,واسط مالی اردیبهشت یکم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1746,واسط اردیبهشت 2,واسط مالی اردیبهشت دوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1747,واسط اردیبهشت3,واسط مالی اردیبهشت سوم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1748,واسط اردیبهشت4,واسط مالی اردیبهشت چهارم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
1749,واسط اردیبهشت5,واسط مالی اردیبهشت پنجم ,نهاد مالی (نهاد واسط) ,ثبت شده پذیرفته نشده,-,-
